Recommended,Suggestion_Id,Responses,Views,Votes_Up,Votes_Down,Author_Id,Author_Join (in terms of how many days since they joined),Author_TotalPosts,Author_PostsPerDay
0,255692,8,168,1,4,1091859,728,594,0.8
0,255695,7,123,1,0,429887,1195,23,0
0,255713,4,78,5,0,1336772,467,1225,2.6
0,255720,37,469,27,2,614780,1035,1718,1.7
0,255722,1,52,0,0,1373328,375,17,0
0,255724,30,1001,12,3,1010255,764,158,0.2
1,255729,50,1583,88,9,905707,825,2834,3.4
0,255748,10,230,1,4,1245232,619,248,0.4
0,255758,16,735,5,2,185653,1352,433,0.3
0,255766,18,955,17,2,185653,1352,433,0.3
0,255773,24,370,10,1,13980,1593,3978,2.5
0,255790,31,1273,22,8,1347151,442,496,1.1
0,255796,6,190,5,4,4702,1615,4258,2.6
0,255807,4,182,2,2,1300978,540,284,0.5
0,255809,11,185,8,4,1376407,367,177,0.5
0,255819,22,798,4,2,1337505,466,1396,3
0,255834,5,67,0,0,1347151,442,496,1.1
1,255843,91,3428,184,33,312685,1275,2410,1.9
0,255845,0,263,0,1,237701,1324,868,0.7
0,255851,31,1730,49,39,25646,1568,305,0.2
0,255852,1,63,0,0,1376543,366,4,0
0,255854,12,295,10,5,312685,1275,2410,1.9
0,255856,3,98,1,2,1376543,366,4,0
0,255859,34,1223,28,10,1347151,442,496,1.1
0,255862,13,459,11,1,130527,1378,93,0.1
0,255866,8,157,2,1,1376543,366,4,0
0,255881,4,93,0,0,1017867,761,4,0
0,255888,2,127,0,1,1017867,761,4,0
0,255911,64,1835,40,4,764171,927,431,0.5
0,255912,4,196,0,0,888147,844,141,0.2
0,255946,10,271,4,2,992971,773,328,0.4
0,255953,17,372,12,6,1047477,749,544,0.7
0,255956,6,185,1,2,992971,773,328,0.4
0,255965,4,87,0,0,1337505,466,1396,3
0,255966,17,456,8,3,1042953,751,185,0.2
0,255970,10,378,1,1,756429,936,251,0.3
0,255978,61,1778,40,3,185653,1352,433,0.3
0,256012,29,431,19,1,1385,1619,2278,1.4
1,256021,66,3182,145,15,312685,1275,2410,1.9
0,256029,11,218,1,6,1337505,466,1396,3
0,256032,7,300,1,4,695688,985,739,0.8
0,256033,17,332,14,0,23375,1570,22,0
0,256038,1,139,2,0,614780,1035,1718,1.7
0,256040,4,211,1,2,28,1623,937,0.6
0,256045,17,351,13,3,141981,1374,41,0
0,256059,9,276,7,4,1376407,367,177,0.5
0,256060,10,216,1,8,1376407,367,177,0.5
0,256061,6,217,1,3,1376407,367,177,0.5
0,256062,10,153,11,0,1282239,566,1247,2.2
0,256063,11,285,1,14,1376407,367,177,0.5
0,256069,3,108,2,0,1376407,367,177,0.5
0,256072,2,114,0,1,1376407,367,177,0.5
0,256074,12,813,7,1,1300978,540,284,0.5
0,256075,9,171,1,2,1376407,367,177,0.5
0,256080,7,324,2,5,1300978,540,284,0.5
0,256084,9,209,10,0,512332,1095,16,0
0,256085,48,1415,52,14,756429,936,251,0.3
0,256089,6,93,1,0,502058,1109,20,0
0,256092,17,307,23,1,642530,1017,757,0.7
0,256102,0,67,0,0,502058,1109,20,0
0,256107,33,1176,47,4,752558,940,72,0.1
0,256108,23,3214,37,9,905707,825,2834,3.4
0,256114,16,1713,25,3,34472,1564,99,0.1
1,256115,47,1696,82,3,1248444,615,125,0.2
0,256117,6,192,1,4,185653,1352,433,0.3
0,256122,7,140,0,2,502058,1109,20,0
0,256124,2,134,1,1,1357392,415,15,0
0,256142,103,2506,58,13,1368227,388,1210,3.1
0,256148,4,178,1,1,208936,1339,200,0.1
0,256149,9,235,4,1,987957,776,571,0.7
0,256158,30,1206,39,17,309151,1278,96,0.1
0,256163,7,174,1,0,124234,1381,98,0.1
0,256166,26,1003,37,17,309151,1278,96,0.1
0,256188,5,195,0,6,1209679,666,3,0
0,256193,0,87,0,0,1337505,466,1396,3
0,256242,2,114,1,5,1376574,366,8,0
0,256243,7,151,0,2,1344838,447,94,0.2
0,256278,5,130,2,1,150709,1370,1220,0.9
0,256286,13,234,1,5,757787,934,210,0.2
0,256290,2,99,1,0,28,1623,937,0.6
0,256291,3,126,1,0,1372763,376,6,0
0,256312,0,113,0,2,1357392,415,15,0
0,256329,9,175,0,2,1347151,442,496,1.1
0,256361,17,294,8,7,1337505,466,1396,3
0,256403,9,284,0,3,671182,999,151,0.2
0,256410,26,813,22,4,1143837,701,2942,4.2
0,256424,1,155,2,0,770625,919,457,0.5
0,256428,1,318,1,2,349184,1250,66,0.1
0,256454,9,125,1,3,1368227,388,1210,3.1
0,256464,27,959,11,16,1347151,442,496,1.1
0,256475,21,168,4,7,529493,1086,691,0.6
0,256493,6,98,3,2,703400,980,455,0.5
0,256495,10,168,0,5,1356380,417,167,0.4
0,256498,11,223,5,6,1375682,369,1081,3
0,256528,5,595,9,3,185653,1352,433,0.3
0,256529,4,250,0,3,993812,773,206,0.3
0,256533,12,343,6,0,361624,1240,137,0.1
0,256535,6,181,4,0,1010,1620,1107,0.7
0,256544,11,211,1,8,167367,1362,259,0.2
0,256583,8,130,2,1,992971,773,328,0.4
0,256587,41,922,33,12,858148,868,2130,2.5
0,256589,19,1803,18,17,1352091,429,1095,2.6
0,256590,3,105,0,2,115808,1384,460,0.3
0,256594,1,62,0,0,1354941,422,809,1.9
0,256595,3,62,0,5,1248106,616,360,0.6
0,256604,23,360,9,7,312685,1275,2410,1.9
0,256616,8,84,0,0,1262697,597,23,0
0,256617,7,252,4,7,312685,1275,2410,1.9
0,256623,6,120,1,0,845514,874,462,0.5
0,256624,5,407,10,4,1375682,369,1081,3
0,256626,4,164,2,0,281229,1299,10,0
0,256631,5,150,0,4,15292,1589,2,0
0,256633,6,74,1,1,1378269,362,9,0
0,256634,13,299,3,3,1378269,362,9,0
0,256635,3,85,0,3,15292,1589,2,0
0,256649,6,670,7,1,185653,1352,433,0.3
0,256669,27,491,10,3,487669,1142,1171,1
0,256679,27,423,4,3,1020317,760,44,0.1
0,256698,20,2576,15,2,1242531,622,412,0.7
0,256709,6,157,0,2,162422,1364,92,0.1
0,256716,1,67,0,0,165135,1363,296,0.2
0,256719,1,155,0,1,165135,1363,296,0.2
0,256743,4,98,1,0,1373328,375,17,0
0,256757,1,92,0,2,135695,1376,847,0.6
0,256758,12,214,2,3,1300978,540,284,0.5
0,256760,7,92,1,3,1242531,622,412,0.7
0,256761,35,1364,19,5,5809,1613,493,0.3
0,256781,12,187,10,3,104849,1476,2395,1.6
0,256783,24,382,13,4,312685,1275,2410,1.9
0,256790,8,124,2,3,1375449,369,106,0.3
1,256797,53,1529,59,4,159168,1366,982,0.7
0,256812,1,74,0,0,1035516,754,163,0.2
0,256834,4,84,2,1,1030895,756,686,0.9
0,256853,8,92,0,0,309151,1278,96,0.1
0,256866,6,141,2,1,1377498,364,1,0
0,256870,6,117,0,1,993812,773,206,0.3
0,256883,69,2698,115,19,309151,1278,96,0.1
0,256887,8,181,2,3,147272,1372,208,0.2
0,256890,14,373,12,0,167367,1362,259,0.2
0,256894,1,36,0,0,876201,855,1646,1.9
0,256904,3,290,1,1,1219683,657,6,0
0,256913,1,108,0,0,747056,947,1266,1.3
0,256925,33,785,12,14,5809,1613,493,0.3
0,256935,1,229,0,1,6184,1612,477,0.3
0,256943,11,248,4,1,1363633,400,17,0
0,256949,23,640,17,15,1321921,507,549,1.1
0,256964,1,50,0,0,78338,1536,43,0
0,256965,1,79,3,0,78338,1536,43,0
0,256973,51,2426,92,29,1373830,373,1122,3
0,256975,6,144,8,0,1371787,378,254,0.7
1,256997,72,3225,108,21,312685,1275,2410,1.9
0,257028,1,66,1,1,1376574,366,8,0
0,257034,1,284,2,2,905707,825,2834,3.4
0,257057,2,95,0,0,27191,1567,1,0
0,257063,4,119,1,4,992971,773,328,0.4
0,257075,17,251,3,9,1337505,466,1396,3
0,257091,8,148,0,1,258158,1314,341,0.3
1,257095,69,4035,139,14,973348,783,1449,1.9
0,257096,11,236,0,9,1337505,466,1396,3
1,257104,60,1604,60,8,159168,1366,982,0.7
0,257108,15,220,2,3,1337505,466,1396,3
0,257137,7,159,8,0,1379359,359,1,0
0,257140,20,427,4,3,175034,1358,117,0.1
0,257146,9,200,6,2,577110,1056,1881,1.8
0,257149,12,183,13,4,577110,1056,1881,1.8
0,257156,10,226,3,13,1336020,469,149,0.3
0,257157,6,202,8,1,487669,1142,1171,1
0,257166,8,412,6,3,482873,1151,260,0.2
0,257183,19,353,1,2,1258272,603,49,0.1
0,257190,2,88,1,1,1365019,396,18,0
0,257191,7,153,1,6,2182,1619,1107,0.7
0,257200,31,1150,14,4,1305835,534,198,0.4
0,257220,7,250,2,7,777824,914,276,0.3
0,257238,7,564,45,0,517769,1092,213,0.2
0,257241,2,69,3,1,1299915,541,166,0.3
0,257243,9,229,3,13,1337505,466,1396,3
0,257246,20,606,20,4,1337505,466,1396,3
0,257250,13,599,3,12,1373830,373,1122,3
0,257252,3,94,0,1,292847,1291,1935,1.5
0,257257,21,807,11,28,49601,1555,1208,0.8
0,257259,10,294,3,0,1245232,619,248,0.4
0,257260,52,1274,28,21,1012270,763,2032,2.7
0,257304,9,181,1,1,1282707,564,21,0
0,257309,22,341,4,3,1258272,603,49,0.1
0,257312,3,100,1,3,992971,773,328,0.4
0,257313,0,251,1,1,1321921,507,549,1.1
0,257314,24,645,7,5,1300978,540,284,0.5
0,257315,1,52,0,0,1379414,359,19,0.1
0,257326,6,95,2,0,1379819,358,1,0
1,257343,40,3592,96,15,1352091,429,1095,2.6
0,257360,45,1699,26,25,366812,1236,615,0.5
0,257362,0,42,0,0,1042953,751,185,0.2
0,257363,19,386,5,3,1042953,751,185,0.2
0,257374,21,338,10,3,992971,773,328,0.4
0,257399,31,644,4,0,1344231,448,67,0.2
0,257404,8,263,4,4,1333800,475,6,0
0,257432,1,63,0,0,1157010,693,17,0
0,257438,9,347,4,6,1157010,693,17,0
0,257449,10,242,6,3,28,1623,937,0.6
0,257451,0,431,1,3,185653,1352,433,0.3
0,257453,13,649,9,2,270602,1307,93,0.1
0,257467,20,445,51,2,369597,1232,4855,3.9
0,257477,49,658,11,9,907071,824,688,0.8
0,257485,10,115,5,0,422451,1200,679,0.6
0,257504,7,322,1,1,619241,1032,699,0.7
0,257537,12,243,6,5,1280175,568,1641,2.9
0,257539,13,289,19,2,73080,1541,2121,1.4
0,257542,10,1026,6,8,764486,926,549,0.6
0,257568,1,194,1,0,199452,1345,3,0
0,257575,5,114,0,2,584855,1053,1365,1.3
0,257577,12,265,10,2,1337505,466,1396,3
0,257586,41,976,9,1,1242531,622,412,0.7
0,257595,0,51,0,0,396971,1213,87,0.1
0,257599,3,71,0,0,396971,1213,87,0.1
0,257622,15,179,2,2,1305835,534,198,0.4
0,257633,22,674,14,11,1260498,600,901,1.5
0,257637,11,562,5,7,1280175,568,1641,2.9
0,257638,18,977,12,13,309151,1278,96,0.1
0,257640,26,536,38,4,281448,1299,279,0.2
0,257643,15,288,0,10,1300978,540,284,0.5
0,257662,6,352,8,0,383423,1221,28,0
0,257667,9,178,2,3,993817,773,690,0.9
0,257677,20,357,11,3,258158,1314,341,0.3
0,257680,1,81,0,0,270602,1307,93,0.1
0,257681,54,2095,77,7,270602,1307,93,0.1
0,257692,18,1509,20,3,1280175,568,1641,2.9
0,257696,18,242,3,2,258158,1314,341,0.3
0,257728,0,142,2,0,271631,1306,2249,1.7
0,257733,26,2631,33,9,626791,1027,4696,4.6
0,257736,3,129,0,3,162422,1364,92,0.1
0,257749,9,273,6,1,1042953,751,185,0.2
0,257774,6,146,4,0,73080,1541,2121,1.4
0,257775,13,323,8,2,1042953,751,185,0.2
0,257787,13,417,16,1,73080,1541,2121,1.4
0,257793,8,154,2,0,309151,1278,96,0.1
0,257819,2,142,0,3,162422,1364,92,0.1
0,257823,11,164,0,8,383423,1221,28,0
0,257824,18,418,10,2,1133034,706,172,0.2
0,257839,6,245,3,3,1146939,699,1003,1.4
0,257841,0,65,0,0,642530,1017,757,0.7
0,257855,10,259,1,9,1375682,369,1081,3
0,257856,7,211,4,0,655023,1010,102,0.1
0,257857,1,60,0,0,805695,892,1339,1.5
0,257858,9,161,12,1,805695,892,1339,1.5
0,257871,1,72,0,2,1091859,728,594,0.8
0,257873,1,85,0,4,4702,1615,4258,2.6
0,257881,12,384,3,11,821749,884,111,0.1
0,257882,9,216,4,13,682813,992,870,0.9
0,257883,1,62,0,0,755939,936,1392,1.5
0,257891,45,3158,25,10,445715,1186,2296,1.9
0,257895,5,94,0,0,1264150,595,531,0.9
0,257897,4,81,1,0,533099,1084,25,0
0,257900,41,787,21,7,987957,776,571,0.7
0,257906,10,172,1,3,1315816,522,1154,2.2
0,257907,33,590,16,5,756429,936,251,0.3
0,257910,5,88,0,1,394061,1214,7,0
0,257915,17,187,4,3,515279,1093,1004,0.9
0,257919,17,593,30,0,749986,943,160,0.2
0,257951,10,212,6,1,1321921,507,549,1.1
0,257955,3,55,0,0,1321921,507,549,1.1
0,257956,10,271,1,0,1321921,507,549,1.1
0,257958,0,88,0,0,1337505,466,1396,3
0,257960,3,107,6,0,1245865,618,1,0
0,257965,49,1894,74,5,1336633,468,73,0.2
1,257988,31,505,39,3,1337505,466,1396,3
0,257990,5,164,1,0,185653,1352,433,0.3
0,257996,3,66,0,0,422451,1200,679,0.6
0,257998,5,713,9,2,312685,1275,2410,1.9
0,258027,2,119,3,1,1372631,376,79,0.2
0,258031,6,127,0,4,1133034,706,172,0.2
0,258032,3,99,2,0,1372631,376,79,0.2
0,258037,15,227,5,0,1372631,376,79,0.2
0,258041,10,335,8,1,845514,874,462,0.5
0,258047,11,158,11,0,1372631,376,79,0.2
0,258051,9,167,0,9,1262697,597,23,0
0,258052,18,242,7,4,1262697,597,23,0
0,258080,4,167,3,1,354241,1246,12,0
0,258090,5,121,0,1,1347151,442,496,1.1
0,258091,8,110,2,1,855337,870,1122,1.3
0,258100,3,149,1,1,1380173,357,7,0
0,258116,19,790,21,4,54629,1553,318,0.2
0,258118,3,62,3,0,979941,780,2362,3
0,258128,5,111,0,0,513963,1094,21,0
0,258131,3,141,8,0,1324715,499,249,0.5
0,258149,22,501,36,0,1336633,468,73,0.2
1,258156,29,643,47,0,36710,1563,837,0.5
0,258166,23,707,30,2,36710,1563,837,0.5
0,258169,15,505,19,1,36710,1563,837,0.5
0,258178,1,57,0,0,513963,1094,21,0
0,258185,26,864,10,2,1185705,679,161,0.2
0,258190,24,504,1,8,1255135,607,63,0.1
0,258196,10,167,3,2,271631,1306,2249,1.7
0,258197,14,243,3,3,716529,973,63,0.1
0,258203,5,163,0,0,1300978,540,284,0.5
0,258205,6,221,2,2,475765,1164,123,0.1
0,258216,84,3056,91,38,1375682,369,1081,3
0,258218,14,338,2,10,1185705,679,161,0.2
0,258220,8,160,1,3,1375682,369,1081,3
0,258221,2,96,0,1,271631,1306,2249,1.7
0,258229,8,137,1,3,37750,1562,80,0.1
0,258240,0,39,0,0,1113853,716,12,0
0,258241,0,41,0,0,1113853,716,12,0
0,258242,1,83,0,0,1113853,716,12,0
0,258251,12,281,2,2,376344,1227,84,0.1
0,258256,5,380,3,3,811443,887,1400,1.6
0,258262,10,142,0,9,1337505,466,1396,3
0,258276,0,68,0,2,275283,1304,1353,1
0,258302,8,167,3,4,1324715,499,249,0.5
0,258303,21,547,3,7,212248,1337,97,0.1
0,258323,5,86,0,0,1262697,597,23,0
0,258324,12,228,2,7,410399,1206,537,0.4
0,258333,33,1198,15,13,1226917,647,757,1.2
0,258343,43,2862,45,26,346232,1252,830,0.7
0,258344,2,77,2,3,1376574,366,8,0
0,258360,9,331,3,0,512465,1094,384,0.4
0,258369,2,81,0,0,676297,996,1,0
0,258378,61,2458,105,20,335804,1259,1866,1.5
0,258383,44,2025,112,13,335804,1259,1866,1.5
0,258395,5,186,0,2,1042953,751,185,0.2
0,258418,0,35,0,0,993812,773,206,0.3
0,258426,10,183,3,3,422451,1200,679,0.6
0,258471,59,1837,70,18,1321921,507,549,1.1
0,258473,5,86,0,1,964010,787,66,0.1
0,258476,0,36,0,0,1385,1619,2278,1.4
0,258494,5,137,0,3,1262697,597,23,0
0,258495,5,121,0,0,1262697,597,23,0
0,258498,25,428,5,6,729496,965,1760,1.8
0,258499,4,79,0,0,1262697,597,23,0
0,258503,12,249,5,8,1006859,766,16,0
0,258512,7,156,1,2,1382515,351,43,0.1
0,258518,32,2154,15,24,346232,1252,830,0.7
0,258536,15,231,6,2,115808,1384,460,0.3
0,258545,1,49,0,0,738132,957,1196,1.3
0,258547,42,1128,33,15,738132,957,1196,1.3
0,258560,9,120,0,2,142372,1374,189,0.1
0,258564,6,463,1,2,1382515,351,43,0.1
0,258602,20,301,3,3,1382605,351,13,0
0,258610,11,249,2,4,95768,1505,47,0
0,258656,8,171,2,6,1351755,430,909,2.1
0,258675,0,35,0,0,302528,1283,49,0
0,258676,10,1649,17,4,302528,1283,49,0
0,258693,0,93,0,0,44455,1558,132,0.1
0,258698,28,1102,20,12,410399,1206,537,0.4
0,258702,0,29,0,0,1228524,637,2,0
0,258703,2,66,0,1,1228524,637,2,0
0,258709,46,3349,39,28,475765,1164,123,0.1
0,258712,4,153,1,1,1300978,540,284,0.5
0,258716,5,161,1,2,475765,1164,123,0.1
0,258743,15,407,8,4,1185705,679,161,0.2
0,258752,38,685,17,9,1385,1619,2278,1.4
0,258775,2,45,0,0,1243933,620,331,0.5
0,258779,10,301,1,9,1377293,365,13,0
0,258803,2,109,1,1,1324715,499,249,0.5
0,258827,9,136,1,2,156076,1368,410,0.3
0,258830,5,116,1,0,1383252,350,1,0
0,258859,6,184,1,2,212248,1337,97,0.1
0,258860,0,17,0,0,212248,1337,97,0.1
0,258864,11,443,9,3,212248,1337,97,0.1
0,258867,7,121,4,1,961496,788,162,0.2
0,258876,14,139,0,0,139396,1375,5,0
0,258890,22,732,18,5,1360099,409,172,0.4
0,258899,6,171,2,2,1378269,362,9,0
0,258938,20,672,13,6,322988,1269,51,0
0,258940,32,1176,68,6,14008,1593,285,0.2
0,258943,12,170,1,5,292847,1291,1935,1.5
0,258949,24,1483,39,10,12488,1595,5803,3.6
0,258955,5,556,3,3,185653,1352,433,0.3
0,258956,23,572,22,0,697532,984,674,0.7
0,258991,8,158,1,7,31561,1566,517,0.3
0,259004,5,119,5,5,1352091,429,1095,2.6
0,259007,22,347,3,9,1321921,507,549,1.1
0,259010,5,98,5,3,475765,1164,123,0.1
0,259011,29,1039,16,26,1197714,672,3784,5.7
0,259018,41,1220,32,8,907071,824,688,0.8
0,259028,58,1289,33,30,1012270,763,2032,2.7
0,259029,25,413,12,9,261495,1312,1464,1.1
0,259036,7,106,2,4,60549,1549,192,0.1
0,259043,2,107,1,0,1271841,582,13,0
0,259056,0,45,0,0,1365769,394,533,1.4
0,259057,0,65,0,0,1365769,394,533,1.4
0,259058,0,48,0,0,1365769,394,533,1.4
0,259059,0,45,0,0,1365769,394,533,1.4
0,259068,1,84,2,0,1331733,481,10,0
0,259069,3,114,0,0,1365769,394,533,1.4
0,259073,2,60,1,3,697532,984,674,0.7
0,259079,14,267,2,15,60549,1549,192,0.1
0,259102,11,152,7,4,1245232,619,248,0.4
0,259107,8,185,8,5,71300,1542,170,0.1
0,259116,2,74,0,0,1296441,545,163,0.3
0,259133,33,1413,18,7,185653,1352,433,0.3
0,259137,46,873,19,8,1211143,665,239,0.4
0,259162,8,506,10,2,632797,1024,723,0.7
0,259184,4,188,1,1,1326526,494,29,0.1
0,259189,55,1239,42,5,659701,1007,1466,1.5
0,259203,3,88,0,0,1321921,507,549,1.1
0,259207,3,81,1,0,1375449,369,106,0.3
0,259212,42,1955,60,26,1375682,369,1081,3
0,259256,5,176,1,1,1130695,708,54,0.1
0,259279,1,388,0,0,208241,1340,426,0.3
0,259280,0,33,0,0,208241,1340,426,0.3
0,259282,8,183,2,4,208241,1340,426,0.3
0,259312,21,368,2,14,1337505,466,1396,3
0,259314,6,109,0,2,1352596,428,55,0.1
0,259320,16,313,1,7,867935,863,2209,2.6
0,259323,6,182,2,2,1125269,710,2,0
0,259331,2,104,1,0,1365916,394,1182,3
0,259344,25,650,9,4,1209416,666,479,0.7
1,259348,38,1652,99,1,973348,783,1449,1.9
0,259355,4,145,2,0,1365916,394,1182,3
0,259357,8,241,7,0,6062,1612,29,0
0,259365,2,186,3,1,1220290,656,30,0
0,259374,6,249,3,3,1136406,705,10,0
0,259377,4,237,1,1,159168,1366,982,0.7
0,259390,4,249,1,6,142372,1374,189,0.1
0,259401,5,297,1,7,1345671,445,7,0
0,259402,11,1726,14,4,761305,930,84,0.1
0,259423,44,770,24,6,1368227,388,1210,3.1
0,259427,8,291,4,1,993812,773,206,0.3
0,259466,14,291,7,3,1042410,751,300,0.4
0,259492,25,909,22,9,1373830,373,1122,3
0,259505,22,1077,12,13,1377317,364,3,0
0,259511,1,238,0,0,61825,1548,542,0.4
0,259515,11,280,0,11,1336772,467,1225,2.6
0,259531,2,145,3,0,14429,1592,13,0
0,259539,2,228,3,1,1321921,507,549,1.1
0,259557,6,179,0,0,1385097,345,60,0.2
0,259558,2,116,1,1,1385101,345,1,0
0,259569,8,192,1,5,1183564,680,107,0.2
0,259573,17,348,11,6,1324373,500,516,1
0,259574,4,163,2,2,610270,1037,5,0
0,259578,7,153,8,1,610270,1037,5,0
0,259592,6,107,3,4,1324373,500,516,1
0,259600,1,125,0,0,1242531,622,412,0.7
0,259613,13,377,0,5,1245232,619,248,0.4
0,259648,25,3144,42,4,761305,930,84,0.1
0,259688,5,111,0,5,453347,1181,43,0
0,259716,19,1225,11,11,1226917,647,757,1.2
0,259729,35,851,35,3,690245,988,2145,2.2
0,259767,30,867,25,1,144261,1373,321,0.2
0,259806,8,171,5,4,1337505,466,1396,3
0,259808,6,175,2,5,185653,1352,433,0.3
0,259815,4,147,1,2,461555,1176,223,0.2
0,259819,6,153,1,7,697532,984,674,0.7
0,259827,11,699,8,10,445715,1186,2296,1.9
0,259831,4,146,1,1,973348,783,1449,1.9
0,259837,4,148,2,3,918186,815,1,0
0,259860,3,96,1,3,992971,773,328,0.4
0,259864,6,123,0,4,1336020,469,149,0.3
0,259893,0,50,0,0,1385097,345,60,0.2
0,259895,5,124,1,1,1385097,345,60,0.2
0,259904,28,640,29,5,159168,1366,982,0.7
0,259936,7,186,1,3,108879,1387,189,0.1
0,259948,8,236,0,5,1282707,564,21,0
0,259960,17,650,2,3,1300978,540,284,0.5
0,259962,11,366,12,0,1347151,442,496,1.1
0,259977,5,130,1,1,159689,1366,326,0.2
0,259994,75,3722,92,24,377985,1225,3536,2.9
0,260008,22,805,11,6,1299915,541,166,0.3
0,260027,2,43,0,0,659701,1007,1466,1.5
0,260032,8,219,13,1,40564,1560,3,0
0,260036,0,52,0,0,40564,1560,3,0
0,260041,5,139,0,4,1091859,728,594,0.8
0,260044,1,138,0,0,461555,1176,223,0.2
0,260049,0,78,2,0,748206,945,45,0
0,260050,9,113,5,4,252158,1317,753,0.6
0,260073,10,136,8,4,112738,1386,560,0.4
0,260085,0,95,0,0,159689,1366,326,0.2
0,260097,4,148,0,0,1024600,758,129,0.2
0,260102,1,67,2,0,1091859,728,594,0.8
0,260121,2,137,0,0,632797,1024,723,0.7
0,260123,18,493,8,4,1366255,393,10,0
0,260127,18,275,7,8,1374029,373,690,1.9
0,260132,28,878,16,6,410399,1206,537,0.4
0,260160,1,117,0,0,1176964,683,330,0.5
0,260167,35,844,25,9,36710,1563,837,0.5
0,260168,7,114,0,3,1363633,400,17,0
0,260176,2,103,0,5,1256230,606,8,0
0,260177,1,105,0,2,1386191,342,57,0.2
0,260186,6,273,1,1,1209416,666,479,0.7
0,260189,2,165,0,7,162422,1364,92,0.1
0,260205,8,133,0,0,124234,1381,98,0.1
0,260208,8,191,1,1,1347151,442,496,1.1
0,260215,1,79,3,1,1383389,349,3,0
0,260221,2,111,0,0,1386191,342,57,0.2
0,260231,11,165,0,12,1386122,342,257,0.8
0,260263,5,135,3,1,642530,1017,757,0.7
0,260275,6,187,0,1,1385097,345,60,0.2
1,260281,123,6312,265,53,413317,1204,1268,1.1
0,260285,33,985,34,3,1019404,760,461,0.6
0,260298,3,147,2,3,614780,1035,1718,1.7
0,260303,13,269,6,5,970888,784,852,1.1
0,260304,2,104,1,1,1386751,341,280,0.8
0,260305,27,501,4,5,1386751,341,280,0.8
0,260312,9,216,3,1,1305835,534,198,0.4
0,260328,12,254,0,6,973348,783,1449,1.9
0,260333,14,245,6,6,132968,1377,56,0
0,260334,0,46,0,0,415571,1203,460,0.4
0,260335,19,403,4,11,202091,1343,380,0.3
0,260340,7,188,0,0,1256230,606,8,0
0,260341,8,288,6,2,415571,1203,460,0.4
0,260351,7,197,2,3,1321558,508,10,0
0,260365,10,244,3,4,1300978,540,284,0.5
0,260368,101,4908,130,32,1280175,568,1641,2.9
0,260369,7,199,2,3,1300978,540,284,0.5
0,260371,1,83,0,1,1386191,342,57,0.2
1,260377,74,2845,182,20,619241,1032,699,0.7
0,260404,24,998,18,2,12488,1595,5803,3.6
0,260408,1,65,0,1,513291,1094,4,0
0,260412,10,935,13,1,66701,1545,532,0.3
0,260440,0,66,0,0,177459,1357,1019,0.8
1,260442,38,1492,46,9,973348,783,1449,1.9
0,260445,8,215,3,1,159689,1366,326,0.2
0,260450,4,122,3,0,60549,1549,192,0.1
0,260465,1,119,0,0,60549,1549,192,0.1
0,260466,22,669,3,12,60549,1549,192,0.1
0,260510,1,111,0,2,162422,1364,92,0.1
0,260511,5,174,0,0,162422,1364,92,0.1
0,260515,14,701,8,4,1387234,340,2,0
0,260530,7,112,7,1,457959,1178,709,0.6
0,260531,3,97,0,0,457959,1178,709,0.6
0,260536,10,219,4,2,1143837,701,2942,4.2
0,260537,3,197,1,0,1386191,342,57,0.2
0,260543,4,265,1,1,1351283,431,1,0
0,260545,4,171,1,0,934492,799,1,0
0,260561,3,113,0,0,1300978,540,284,0.5
0,260601,4,120,3,1,738132,957,1196,1.3
0,260616,0,39,0,0,149851,1371,1826,1.3
0,260618,55,3786,131,38,149851,1371,1826,1.3
0,260629,0,28,0,0,116539,1384,1477,1.1
0,260630,11,413,2,3,116539,1384,1477,1.1
0,260648,1,136,0,0,1386191,342,57,0.2
0,260652,7,254,6,2,904665,827,98,0.1
0,260655,0,74,0,0,159689,1366,326,0.2
0,260656,29,1535,19,8,159689,1366,326,0.2
0,260661,17,406,14,2,128816,1379,38,0
0,260671,11,168,5,0,78629,1536,29,0
0,260673,14,684,3,5,835213,879,975,1.1
0,260676,5,113,0,2,845514,874,462,0.5
0,260678,2,140,1,0,1233453,632,257,0.4
0,260679,2,97,0,0,897323,835,6,0
0,260682,2,110,1,0,1336020,469,149,0.3
0,260683,1,96,1,0,1365916,394,1182,3
0,260699,4,95,2,3,528577,1086,24,0
0,260795,4,160,0,0,1387712,338,97,0.3
0,260796,2,138,0,0,1387712,338,97,0.3
0,260866,5,537,1,1,1386191,342,57,0.2
0,260870,11,318,3,6,8158,1601,412,0.3
0,260875,48,2609,95,19,110798,1386,710,0.5
0,260885,14,221,5,1,302539,1283,25,0
0,260886,13,445,6,7,659701,1007,1466,1.5
0,260887,1,93,0,0,302539,1283,25,0
0,260888,15,321,2,18,302539,1283,25,0
0,260898,13,357,13,1,312685,1275,2410,1.9
0,260904,11,409,8,4,312685,1275,2410,1.9
0,260905,3,115,1,1,684657,991,69,0.1
0,260918,13,1201,9,4,1369661,384,55,0.1
0,260935,9,220,0,8,1369661,384,55,0.1
0,260942,7,209,2,6,410399,1206,537,0.4
0,260948,15,573,10,0,8268,1601,8,0
0,260967,6,520,6,3,1118790,714,9,0
0,260987,5,174,0,1,1212394,664,3,0
0,261003,12,242,1,10,1042057,751,764,1
0,261005,9,186,0,0,919380,814,1342,1.7
