Recommended,SuggID,Responses,Views,VoteUp,VoteDown,AuthID,AuthTenure,AuthPosts,AuthPost/Day,AuthScore,Up/Down,Up/Views,Down/Views,UpViewsRank
0,199744,4,69,1,1,1043462,751,156,0.2,0.157821768,1,0.014492754,0.014492754,0
0,255146,4,110,1,0,1043462,751,156,0.2,0.157821768,0,0.009090909,0,0
0,184809,2,25,0,0,1043462,751,156,0.2,0.157821768,0,0,0,0
0,193765,4,90,0,0,1043462,751,156,0.2,0.157821768,0,0,0,0
0,272053,20,377,6,14,1296421,545,1460,2.7,0.15776439,0.428571429,0.015915119,0.037135279,0
0,279589,74,1852,75,6,1360458,408,269,0.7,0.157634949,12.5,0.04049676,0.003239741,0
0,279588,1,78,0,0,1360458,408,269,0.7,0.157634949,0,0,0,0
0,168732,1,69,0,0,739190,956,9,0,0.157585817,0,0,0,0
0,169951,2,67,0,0,739190,956,9,0,0.157585817,0,0,0,0
0,186483,6,75,2,1,998234,771,156,0.2,0.157481347,2,0.026666667,0.013333333,0
0,185055,2,304,0,0,998234,771,156,0.2,0.157481347,0,0,0,0
0,215088,4,91,3,0,1002118,769,28,0,0.1574385,0,0.032967033,0,0
0,214951,3,74,0,0,1002118,769,28,0,0.1574385,0,0,0,0
0,183223,2,99,0,0,738029,957,1,0,0.157401622,0,0,0,0
0,204124,4,66,1,0,956425,790,2,0,0.157107855,0,0.015151515,0,0
0,185566,3,59,0,0,764252,927,175,0.2,0.157092907,0,0,0,0
0,189856,9,138,2,6,910145,822,349,0.4,0.157084075,0.333333333,0.014492754,0.043478261,0
0,195169,13,823,0,14,910145,822,349,0.4,0.157084075,0,0,0.017010936,0
0,266777,6,112,1,1,918089,815,627,0.8,0.157035293,1,0.008928571,0.008928571,0
0,265611,3,108,0,1,918089,815,627,0.8,0.157035293,0,0,0.009259259,0
0,271188,3,89,0,4,918089,815,627,0.8,0.157035293,0,0,0.04494382,0
0,139022,9,91,0,0,749283,944,40,0,0.156921795,0,0,0,0
0,235191,2,151,0,1,749283,944,40,0,0.156921795,0,0,0.006622517,0
0,158244,12,141,1,6,828762,881,13,0,0.156866272,0.166666667,0.007092199,0.042553191,0
0,227123,1,50,0,0,752680,940,89,0.1,0.156798883,0,0,0,0
0,287311,1,75,1,2,824964,883,101,0.1,0.156787974,0.5,0.013333333,0.026666667,0
0,297914,4,334,1,2,824964,883,101,0.1,0.156787974,0.5,0.002994012,0.005988024,0
0,287312,0,47,0,0,824964,883,101,0.1,0.156787974,0,0,0,0
0,287313,1,172,0,0,824964,883,101,0.1,0.156787974,0,0,0,0
0,214369,0,68,1,0,951455,793,6,0,0.156709623,0,0.014705882,0,0
0,173723,3,97,1,0,897887,835,21,0,0.156618783,0,0.010309278,0,0
0,250069,31,1012,34,7,1339775,460,396,0.9,0.15657435,4.857142857,0.033596838,0.006916996,0
0,245152,42,1238,20,10,1339775,460,396,0.9,0.15657435,2,0.016155089,0.008077544,0
0,244997,30,1162,19,4,1339775,460,396,0.9,0.15657435,4.75,0.016351119,0.003442341,0
0,249633,22,703,18,3,1339775,460,396,0.9,0.15657435,6,0.025604552,0.004267425,0
0,249759,19,543,15,2,1339775,460,396,0.9,0.15657435,7.5,0.027624309,0.003683241,0
0,247350,27,873,15,6,1339775,460,396,0.9,0.15657435,2.5,0.017182131,0.006872852,0
0,245576,22,530,7,2,1339775,460,396,0.9,0.15657435,3.5,0.013207547,0.003773585,0
0,250616,14,412,6,6,1339775,460,396,0.9,0.15657435,1,0.014563107,0.014563107,0
0,250085,16,575,6,6,1339775,460,396,0.9,0.15657435,1,0.010434783,0.010434783,0
0,251107,15,571,5,6,1339775,460,396,0.9,0.15657435,0.833333333,0.008756567,0.010507881,0
0,244686,21,520,5,13,1339775,460,396,0.9,0.15657435,0.384615385,0.009615385,0.025,0
0,239889,10,311,4,2,1339775,460,396,0.9,0.15657435,2,0.012861736,0.006430868,0
0,244375,14,322,3,7,1339775,460,396,0.9,0.15657435,0.428571429,0.00931677,0.02173913,0
0,239503,9,335,2,2,1339775,460,396,0.9,0.15657435,1,0.005970149,0.005970149,0
0,250526,9,359,2,5,1339775,460,396,0.9,0.15657435,0.4,0.005571031,0.013927577,0
0,250621,8,295,2,8,1339775,460,396,0.9,0.15657435,0.25,0.006779661,0.027118644,0
0,242056,11,263,1,1,1339775,460,396,0.9,0.15657435,1,0.003802281,0.003802281,0
0,250165,4,200,1,3,1339775,460,396,0.9,0.15657435,0.333333333,0.005,0.015,0
0,244685,6,311,0,8,1339775,460,396,0.9,0.15657435,0,0,0.025723473,0
0,244687,12,394,0,12,1339775,460,396,0.9,0.15657435,0,0,0.030456853,0
0,245390,3,132,0,0,1339775,460,396,0.9,0.15657435,0,0,0,0
0,213046,18,203,25,0,1229073,637,114,0.2,0.156496947,0,0.123152709,0,1
0,212968,20,223,5,4,1229073,637,114,0.2,0.156496947,1.25,0.022421525,0.01793722,0
0,217241,7,78,3,5,1229073,637,114,0.2,0.156496947,0.6,0.038461538,0.064102564,0
0,208984,6,93,3,0,1229073,637,114,0.2,0.156496947,0,0.032258065,0,0
0,213092,0,56,1,0,1229073,637,114,0.2,0.156496947,0,0.017857143,0,0
0,208727,7,138,0,7,1229073,637,114,0.2,0.156496947,0,0,0.050724638,0
0,209076,6,121,0,6,1229073,637,114,0.2,0.156496947,0,0,0.049586777,0
0,209318,1,11,0,0,1229073,637,114,0.2,0.156496947,0,0,0,0
0,217240,3,57,0,5,1229073,637,114,0.2,0.156496947,0,0,0.087719298,0
0,224363,4,92,0,5,1229073,637,114,0.2,0.156496947,0,0,0.054347826,0
0,250014,8,172,5,0,1121097,713,4,0,0.156462284,0,0.029069767,0,0
0,248177,12,223,2,1,1121097,713,4,0,0.156462284,2,0.00896861,0.004484305,0
0,213726,2,89,2,0,1138370,704,4,0,0.156455399,0,0.02247191,0,0
1,262116,30,1277,69,2,1384003,348,398,1.2,0.156422409,34.5,0.05403289,0.001566171,0
1,265917,44,855,37,0,1384003,348,398,1.2,0.156422409,0,0.043274854,0,0
0,267339,33,1622,27,10,1384003,348,398,1.2,0.156422409,2.7,0.016646116,0.006165228,0
0,266109,20,648,15,1,1384003,348,398,1.2,0.156422409,15,0.023148148,0.00154321,0
0,271126,15,666,10,1,1384003,348,398,1.2,0.156422409,10,0.015015015,0.001501502,0
0,263070,25,569,10,9,1384003,348,398,1.2,0.156422409,1.111111111,0.017574692,0.015817223,0
0,266527,19,787,9,1,1384003,348,398,1.2,0.156422409,9,0.011435832,0.001270648,0
0,271135,12,449,7,0,1384003,348,398,1.2,0.156422409,0,0.0155902,0,0
0,264161,24,759,5,12,1384003,348,398,1.2,0.156422409,0.416666667,0.006587615,0.015810277,0
0,266099,6,357,5,0,1384003,348,398,1.2,0.156422409,0,0.014005602,0,0
0,261843,23,672,2,7,1384003,348,398,1.2,0.156422409,0.285714286,0.00297619,0.010416667,0
0,275129,7,185,1,3,1384003,348,398,1.2,0.156422409,0.333333333,0.005405405,0.016216216,0
0,164770,7,643,6,4,889818,842,7,0,0.156415617,1.5,0.00933126,0.00622084,0
0,168400,6,159,2,0,889818,842,7,0,0.156415617,0,0.012578616,0,0
0,164780,5,88,0,0,889818,842,7,0,0.156415617,0,0,0,0
0,138793,1,15,0,0,742658,952,1,0,0.156347631,0,0,0,0
0,182621,3,60,1,1,1016642,761,1,0,0.15632227,1,0.016666667,0.016666667,0
0,137455,1,27,0,0,743475,951,3,0,0.156262021,0,0,0,0
0,297668,8,292,2,3,873115,858,33,0,0.156225666,0.666666667,0.006849315,0.010273973,0
0,270901,5,182,3,4,888147,844,141,0.2,0.15621181,0.75,0.016483516,0.021978022,0
0,234904,14,258,2,3,888147,844,141,0.2,0.15621181,0.666666667,0.007751938,0.011627907,0
0,234889,2,100,1,0,888147,844,141,0.2,0.15621181,0,0.01,0,0
0,221721,1,61,0,0,888147,844,141,0.2,0.15621181,0,0,0,0
0,235471,1,39,0,0,888147,844,141,0.2,0.15621181,0,0,0,0
0,255912,4,196,0,0,888147,844,141,0.2,0.15621181,0,0,0,0
0,165695,16,307,3,8,868313,862,36,0,0.156157221,0.375,0.009771987,0.026058632,0
0,183145,7,93,1,7,868313,862,36,0,0.156157221,0.142857143,0.010752688,0.075268817,0
0,205182,4,134,0,1,868313,862,36,0,0.156157221,0,0,0.007462687,0
0,254730,10,191,9,4,1373570,374,93,0.3,0.156137391,2.25,0.047120419,0.020942408,0
0,161991,1,46,0,0,745174,949,4,0,0.156000303,0,0,0,0
0,217248,11,135,1,4,861413,867,11,0,0.155956422,0.25,0.007407407,0.02962963,0
0,208147,33,1626,16,5,1121821,712,105,0.1,0.155946862,3.2,0.009840098,0.003075031,0
0,193229,21,831,10,3,1121821,712,105,0.1,0.155946862,3.333333333,0.012033694,0.003610108,0
0,208137,8,226,4,0,1121821,712,105,0.1,0.155946862,0,0.017699115,0,0
0,199690,12,322,3,5,1121821,712,105,0.1,0.155946862,0.6,0.00931677,0.01552795,0
0,197695,3,43,2,1,1121821,712,105,0.1,0.155946862,2,0.046511628,0.023255814,0
0,207423,2,143,1,2,1121821,712,105,0.1,0.155946862,0.5,0.006993007,0.013986014,0
0,192710,2,55,0,0,1121821,712,105,0.1,0.155946862,0,0,0,0
0,192863,1,49,0,0,1121821,712,105,0.1,0.155946862,0,0,0,0
0,198664,8,129,0,4,1121821,712,105,0.1,0.155946862,0,0,0.031007752,0
0,296426,27,896,16,5,1080697,734,53,0.1,0.155930188,3.2,0.017857143,0.005580357,0
0,296452,24,750,9,4,1080697,734,53,0.1,0.155930188,2.25,0.012,0.005333333,0
0,296438,15,489,5,3,1080697,734,53,0.1,0.155930188,1.666666667,0.010224949,0.006134969,0
0,296560,7,508,3,10,1080697,734,53,0.1,0.155930188,0.3,0.005905512,0.019685039,0
0,205225,3,269,1,2,1080697,734,53,0.1,0.155930188,0.5,0.003717472,0.007434944,0
0,265193,72,4077,65,6,1305835,534,198,0.4,0.155918421,10.83333333,0.015943095,0.00147167,0
0,276728,42,1298,29,6,1305835,534,198,0.4,0.155918421,4.833333333,0.022342065,0.004622496,0
0,257200,31,1150,14,4,1305835,534,198,0.4,0.155918421,3.5,0.012173913,0.003478261,0
0,266355,15,386,9,5,1305835,534,198,0.4,0.155918421,1.8,0.023316062,0.012953368,0
0,260312,9,216,3,1,1305835,534,198,0.4,0.155918421,3,0.013888889,0.00462963,0
0,279591,3,163,2,1,1305835,534,198,0.4,0.155918421,2,0.012269939,0.006134969,0
0,257622,15,179,2,2,1305835,534,198,0.4,0.155918421,1,0.011173184,0.011173184,0
0,280576,3,235,1,4,1305835,534,198,0.4,0.155918421,0.25,0.004255319,0.017021277,0
0,254533,2,126,1,0,1305835,534,198,0.4,0.155918421,0,0.007936508,0,0
0,252859,1,186,0,2,1305835,534,198,0.4,0.155918421,0,0,0.010752688,0
0,159751,6,114,1,8,865500,865,15,0,0.155915144,0.125,0.00877193,0.070175439,0
0,250292,10,210,5,6,1196617,673,2,0,0.155832831,0.833333333,0.023809524,0.028571429,0
0,247458,9,142,2,3,996022,772,87,0.1,0.155829324,0.666666667,0.014084507,0.021126761,0
0,182037,8,195,6,0,1007650,766,2,0,0.15582261,0,0.030769231,0,0
0,182034,1,51,0,0,1007650,766,2,0,0.15582261,0,0,0,0
0,180527,5,213,2,0,798341,899,41,0,0.155639525,0,0.009389671,0,0
0,182896,1,57,0,0,798341,899,41,0,0.155639525,0,0,0,0
0,254895,0,72,0,0,798341,899,41,0,0.155639525,0,0,0,0
0,192737,3,34,0,0,750219,943,24,0,0.155638674,0,0,0,0
0,158314,19,1035,9,6,848748,873,20,0,0.155624111,1.5,0.008695652,0.005797101,0
0,162983,4,456,1,1,848748,873,20,0,0.155624111,1,0.002192982,0.002192982,0
0,158310,1,300,1,2,848748,873,20,0,0.155624111,0.5,0.003333333,0.006666667,0
0,158915,1,159,0,0,848748,873,20,0,0.155624111,0,0,0,0
0,158917,1,295,0,1,848748,873,20,0,0.155624111,0,0,0.003389831,0
0,160255,0,227,0,0,848748,873,20,0,0.155624111,0,0,0,0
0,163903,2,148,0,0,848748,873,20,0,0.155624111,0,0,0,0
0,163907,4,177,0,1,848748,873,20,0,0.155624111,0,0,0.005649718,0
0,165608,4,75,0,2,848748,873,20,0,0.155624111,0,0,0.026666667,0
0,217977,2,43,1,0,1152549,696,1,0,0.15553135,0,0.023255814,0,0
0,226684,8,124,2,1,908110,823,132,0.2,0.155526043,2,0.016129032,0.008064516,0
0,172694,7,106,0,4,908110,823,132,0.2,0.155526043,0,0,0.037735849,0
0,203080,3,54,0,0,748852,945,5,0,0.155502036,0,0,0,0
0,163442,1,71,0,0,750989,942,26,0,0.155490741,0,0,0,0
0,246708,23,676,7,16,909119,823,36,0,0.155486148,0.4375,0.01035503,0.023668639,0
0,175071,5,126,1,0,909119,823,36,0,0.155486148,0,0.007936508,0,0
0,214352,5,92,4,0,1004496,767,11,0,0.155433352,0,0.043478261,0,0
0,213044,2,53,1,1,1004496,767,11,0,0.155433352,1,0.018867925,0.018867925,0
0,212208,2,53,0,1,1004496,767,11,0,0.155433352,0,0,0.018867925,0
0,212209,1,13,0,0,1004496,767,11,0,0.155433352,0,0,0,0
1,241180,40,1129,43,0,1319096,514,391,0.8,0.155409215,0,0.038086802,0,0
0,249828,29,1030,37,14,1319096,514,391,0.8,0.155409215,2.642857143,0.03592233,0.013592233,0
0,253450,12,644,22,11,1319096,514,391,0.8,0.155409215,2,0.034161491,0.017080745,0
0,238874,22,860,12,4,1319096,514,391,0.8,0.155409215,3,0.013953488,0.004651163,0
0,247791,17,318,11,2,1319096,514,391,0.8,0.155409215,5.5,0.034591195,0.006289308,0
0,242177,16,641,10,3,1319096,514,391,0.8,0.155409215,3.333333333,0.015600624,0.004680187,0
0,252361,7,145,4,2,1319096,514,391,0.8,0.155409215,2,0.027586207,0.013793103,0
0,251879,18,361,4,16,1319096,514,391,0.8,0.155409215,0.25,0.011080332,0.04432133,0
0,249510,20,451,3,9,1319096,514,391,0.8,0.155409215,0.333333333,0.006651885,0.019955654,0
0,230626,9,482,2,1,1319096,514,391,0.8,0.155409215,2,0.004149378,0.002074689,0
0,247965,5,264,2,3,1319096,514,391,0.8,0.155409215,0.666666667,0.007575758,0.011363636,0
0,246350,10,287,1,3,1319096,514,391,0.8,0.155409215,0.333333333,0.003484321,0.010452962,0
0,238690,8,421,1,10,1319096,514,391,0.8,0.155409215,0.1,0.002375297,0.023752969,0
0,234620,11,195,0,5,1319096,514,391,0.8,0.155409215,0,0,0.025641026,0
0,242342,4,133,0,0,1319096,514,391,0.8,0.155409215,0,0,0,0
0,246941,3,82,0,1,1319096,514,391,0.8,0.155409215,0,0,0.012195122,0
0,247811,12,256,0,9,1319096,514,391,0.8,0.155409215,0,0,0.03515625,0
0,252356,4,416,0,3,1319096,514,391,0.8,0.155409215,0,0,0.007211538,0
0,173151,2,41,0,0,748698,945,3,0,0.155364076,0,0,0,0
0,289168,3,177,3,4,808523,889,25,0,0.155363735,0.75,0.016949153,0.02259887,0
0,210482,3,100,0,2,808523,889,25,0,0.155363735,0,0,0.02,0
0,210483,1,9,0,0,808523,889,25,0,0.155363735,0,0,0,0
0,210484,1,34,0,0,808523,889,25,0,0.155363735,0,0,0,0
0,249835,0,81,0,0,756899,935,63,0.1,0.155292463,0,0,0,0
0,248232,3,125,0,0,758365,934,58,0.1,0.155259315,0,0,0,0
0,139561,4,85,0,0,751122,942,3,0,0.155255555,0,0,0,0
0,139578,1,57,0,0,751122,942,3,0,0.155255555,0,0,0,0
0,284616,9,192,3,7,992818,773,2,0,0.155230397,0.428571429,0.015625,0.036458333,0
0,152006,8,346,3,8,799547,898,11,0,0.155228092,0.375,0.00867052,0.023121387,0
0,151487,4,69,0,7,799547,898,11,0,0.155228092,0,0,0.101449275,0
0,163109,1,36,0,0,749866,943,12,0,0.155208066,0,0,0,0
0,296538,18,1008,8,4,1223128,652,856,1.3,0.155147351,2,0.007936508,0.003968254,0
0,247087,2,145,0,3,747062,947,16,0,0.155041011,0,0,0.020689655,0
0,144432,2,50,0,0,754172,939,25,0,0.154985084,0,0,0,0
0,214720,5,83,1,0,923973,809,3,0,0.1549696,0,0.012048193,0,0
0,257824,18,418,10,2,1133034,706,172,0.2,0.154890689,5,0.023923445,0.004784689,0
0,237060,26,808,10,6,1133034,706,172,0.2,0.154890689,1.666666667,0.012376238,0.007425743,0
0,258031,6,127,0,4,1133034,706,172,0.2,0.154890689,0,0,0.031496063,0
0,222538,4,107,0,1,750899,942,5,0,0.154772826,0,0,0.009345794,0
0,228012,11,442,14,0,1317862,517,89,0.2,0.154744473,0,0.031674208,0,0
0,299125,0,134,1,0,831543,880,13,0,0.154718522,0,0.007462687,0,0
0,299235,2,185,1,0,831543,880,13,0,0.154718522,0,0.005405405,0,0
0,300058,10,305,0,0,831543,880,13,0,0.154718522,0,0,0,0
0,278317,22,467,15,3,1094387,727,43,0.1,0.154701483,5,0.032119914,0.006423983,0
0,270570,5,160,5,0,1094387,727,43,0.1,0.154701483,0,0.03125,0,0
0,231581,6,103,1,2,1094387,727,43,0.1,0.154701483,0.5,0.009708738,0.019417476,0
0,254891,0,85,0,0,1094387,727,43,0.1,0.154701483,0,0,0,0
0,261765,2,120,0,0,1094387,727,43,0.1,0.154701483,0,0,0,0
0,177403,16,163,2,2,966513,786,16,0,0.154557488,1,0.012269939,0.012269939,0
0,141053,1,49,0,0,756661,936,15,0,0.154552473,0,0,0,0
0,147324,0,30,0,0,756661,936,15,0,0.154552473,0,0,0,0
0,147327,3,72,0,0,756661,936,15,0,0.154552473,0,0,0,0
0,298984,21,762,7,5,944253,795,8,0,0.154477334,1.4,0.009186352,0.00656168,0
0,299641,4,203,2,0,944253,795,8,0,0.154477334,0,0.009852217,0,0
0,240828,17,188,7,5,1324706,499,22,0,0.154462058,1.4,0.037234043,0.026595745,0
0,244573,12,316,5,1,1099418,724,110,0.2,0.154393409,5,0.015822785,0.003164557,0
0,238180,5,410,4,0,1099418,724,110,0.2,0.154393409,0,0.009756098,0,0
0,249984,3,151,0,0,756241,936,11,0,0.154388418,0,0,0,0
0,235841,0,42,0,0,863788,865,466,0.5,0.154220695,0,0,0,0
0,235845,3,88,0,3,863788,865,466,0.5,0.154220695,0,0,0.034090909,0
0,163541,0,125,1,0,883680,848,5,0,0.15421159,0,0.008,0,0
0,215688,4,67,1,3,986857,776,15,0,0.154168308,0.333333333,0.014925373,0.044776119,0
0,180037,0,59,0,0,755422,937,10,0,0.154160913,0,0,0,0
0,184092,0,57,1,0,817943,885,13,0,0.154111703,0,0.01754386,0,0
0,183734,1,39,0,0,817943,885,13,0,0.154111703,0,0,0,0
0,183931,2,27,0,0,817943,885,13,0,0.154111703,0,0,0,0
0,183973,3,62,0,0,817943,885,13,0,0.154111703,0,0,0,0
0,266479,9,161,6,0,1252333,611,119,0.2,0.154031072,0,0.037267081,0,0
0,266482,4,141,5,2,1252333,611,119,0.2,0.154031072,2.5,0.035460993,0.014184397,0
0,266477,7,167,4,6,1252333,611,119,0.2,0.154031072,0.666666667,0.023952096,0.035928144,0
0,265320,6,176,1,5,1252333,611,119,0.2,0.154031072,0.2,0.005681818,0.028409091,0
0,296614,4,457,5,0,969090,785,35,0,0.153819964,0,0.010940919,0,0
0,238731,7,602,4,1,969090,785,35,0,0.153819964,4,0.006644518,0.00166113,0
0,262991,3,284,3,1,969090,785,35,0,0.153819964,3,0.01056338,0.003521127,0
0,285951,14,822,1,5,969090,785,35,0,0.153819964,0.2,0.001216545,0.006082725,0
0,189670,9,123,3,0,1032991,755,26,0,0.153802173,0,0.024390244,0,0
0,198632,9,122,2,1,1032991,755,26,0,0.153802173,2,0.016393443,0.008196721,0
0,192424,6,138,2,0,1032991,755,26,0,0.153802173,0,0.014492754,0,0
0,198051,9,142,2,0,1032991,755,26,0,0.153802173,0,0.014084507,0,0
0,192421,1,18,0,0,1032991,755,26,0,0.153802173,0,0,0,0
1,246547,62,3164,116,46,1356380,417,167,0.4,0.153733582,2.52173913,0.036662453,0.014538559,0
0,256495,10,168,0,5,1356380,417,167,0.4,0.153733582,0,0,0.029761905,0
0,176246,2,50,0,2,752602,940,2,0,0.153725034,0,0,0.04,0
0,164267,2,54,0,0,756950,935,2,0,0.153723559,0,0,0,0
0,217773,5,62,2,2,1273211,577,4,0,0.153722037,1,0.032258065,0.032258065,0
0,228698,26,366,9,1,1317570,517,21,0,0.153648084,9,0.024590164,0.00273224,0
0,227944,8,117,7,1,1267196,589,140,0.2,0.153569244,7,0.05982906,0.008547009,0
0,253657,6,120,4,0,1267196,589,140,0.2,0.153569244,0,0.033333333,0,0
0,230168,4,86,1,1,1267196,589,140,0.2,0.153569244,1,0.011627907,0.011627907,0
0,227682,2,43,0,0,1267196,589,140,0.2,0.153569244,0,0,0,0
0,272444,28,1370,15,2,1300978,540,284,0.5,0.153540964,7.5,0.010948905,0.001459854,0
0,276198,28,782,14,4,1300978,540,284,0.5,0.153540964,3.5,0.017902813,0.00511509,0
0,251587,52,2161,12,0,1300978,540,284,0.5,0.153540964,0,0.005552985,0,0
0,256074,12,813,7,1,1300978,540,284,0.5,0.153540964,7,0.008610086,0.001230012,0
0,257314,24,645,7,5,1300978,540,284,0.5,0.153540964,1.4,0.010852713,0.007751938,0
0,255012,6,195,6,6,1300978,540,284,0.5,0.153540964,1,0.030769231,0.030769231,0
0,252191,9,289,6,0,1300978,540,284,0.5,0.153540964,0,0.020761246,0,0
0,273391,9,464,6,0,1300978,540,284,0.5,0.153540964,0,0.012931034,0,0
0,254501,7,245,5,0,1300978,540,284,0.5,0.153540964,0,0.020408163,0,0
0,260365,10,244,3,4,1300978,540,284,0.5,0.153540964,0.75,0.012295082,0.016393443,0
0,255807,4,182,2,2,1300978,540,284,0.5,0.153540964,1,0.010989011,0.010989011,0
0,261770,7,171,2,3,1300978,540,284,0.5,0.153540964,0.666666667,0.011695906,0.01754386,0
0,260369,7,199,2,3,1300978,540,284,0.5,0.153540964,0.666666667,0.010050251,0.015075377,0
0,256758,12,214,2,3,1300978,540,284,0.5,0.153540964,0.666666667,0.009345794,0.014018692,0
0,259960,17,650,2,3,1300978,540,284,0.5,0.153540964,0.666666667,0.003076923,0.004615385,0
0,256080,7,324,2,5,1300978,540,284,0.5,0.153540964,0.4,0.00617284,0.015432099,0
0,285042,4,259,2,0,1300978,540,284,0.5,0.153540964,0,0.007722008,0,0
0,258712,4,153,1,1,1300978,540,284,0.5,0.153540964,1,0.006535948,0.006535948,0
0,278771,10,326,1,3,1300978,540,284,0.5,0.153540964,0.333333333,0.003067485,0.009202454,0
0,270984,5,101,1,4,1300978,540,284,0.5,0.153540964,0.25,0.00990099,0.03960396,0
0,280002,3,197,1,0,1300978,540,284,0.5,0.153540964,0,0.005076142,0,0
0,247988,3,124,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,248550,2,84,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,248738,6,150,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,249001,1,82,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,251037,6,80,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,251100,3,111,0,1,1300978,540,284,0.5,0.153540964,0,0,0.009009009,0
0,251250,1,202,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,251584,1,54,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,251614,3,96,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,257643,15,288,0,10,1300978,540,284,0.5,0.153540964,0,0,0.034722222,0
0,258203,5,163,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,260561,3,113,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,261623,0,74,0,0,1300978,540,284,0.5,0.153540964,0,0,0,0
0,191782,4,110,0,3,756051,936,24,0,0.153490551,0,0,0.027272727,0
0,180194,10,143,3,1,921680,812,30,0,0.153433095,3,0.020979021,0.006993007,0
0,262552,8,209,2,3,921680,812,30,0,0.153433095,0.666666667,0.009569378,0.014354067,0
0,176404,11,100,1,7,921680,812,30,0,0.153433095,0.142857143,0.01,0.07,0
0,174833,8,118,1,0,921680,812,30,0,0.153433095,0,0.008474576,0,0
0,173768,5,77,0,2,921680,812,30,0,0.153433095,0,0,0.025974026,0
0,176148,4,67,0,2,921680,812,30,0,0.153433095,0,0,0.029850746,0
0,183949,10,380,5,2,971780,783,26,0,0.153391923,2.5,0.013157895,0.005263158,0
0,194487,2,89,1,2,971780,783,26,0,0.153391923,0.5,0.011235955,0.02247191,0
0,191135,7,125,1,0,971780,783,26,0,0.153391923,0,0.008,0,0
0,219492,2,68,0,1,757730,934,7,0,0.153316816,0,0,0.014705882,0
0,267386,6,276,4,8,1002330,769,6,0,0.153242777,0.5,0.014492754,0.028985507,0
0,149772,3,68,0,1,767696,923,69,0.1,0.153222685,0,0,0.014705882,0
0,257137,7,159,8,0,1379359,359,1,0,0.153180243,0,0.050314465,0,0
0,147326,5,66,0,0,762870,929,11,0,0.153176204,0,0,0,0
0,176796,2,56,1,1,903259,829,18,0,0.153111389,1,0.017857143,0.017857143,0
0,189694,4,69,0,3,903259,829,18,0,0.153111389,0,0,0.043478261,0
0,194787,1,44,0,0,770748,919,77,0.1,0.153019936,0,0,0,0
0,213749,1,58,1,0,863554,866,3,0,0.152980954,0,0.017241379,0,0
0,213747,1,67,0,0,863554,866,3,0,0.152980954,0,0,0,0
0,213750,1,61,0,0,863554,866,3,0,0.152980954,0,0,0,0
0,224101,0,42,0,0,761633,930,3,0,0.152974267,0,0,0,0
0,224103,0,88,0,0,761633,930,3,0,0.152974267,0,0,0,0
0,258333,33,1198,15,13,1226917,647,757,1.2,0.152969143,1.153846154,0.012520868,0.010851419,0
0,259716,19,1225,11,11,1226917,647,757,1.2,0.152969143,1,0.008979592,0.008979592,0
0,246989,23,500,4,6,1226917,647,757,1.2,0.152969143,0.666666667,0.008,0.012,0
0,252188,7,248,1,7,1226917,647,757,1.2,0.152969143,0.142857143,0.004032258,0.028225806,0
0,248355,5,158,0,0,1226917,647,757,1.2,0.152969143,0,0,0,0
0,272084,7,183,4,1,972783,783,96,0.1,0.15295225,4,0.021857923,0.005464481,0
0,287592,3,154,1,1,972783,783,96,0.1,0.15295225,1,0.006493506,0.006493506,0
0,272085,0,51,0,0,972783,783,96,0.1,0.15295225,0,0,0,0
0,193507,6,511,2,2,866779,864,7,0,0.1527983,1,0.003913894,0.003913894,0
0,151678,2,116,0,0,763644,928,5,0,0.152784775,0,0,0,0
0,268661,15,324,1,12,784780,909,20,0,0.15270388,0.083333333,0.00308642,0.037037037,0
0,268651,5,237,0,10,784780,909,20,0,0.15270388,0,0,0.042194093,0
0,268659,0,66,0,0,784780,909,20,0,0.15270388,0,0,0,0
0,268660,12,239,0,0,784780,909,20,0,0.15270388,0,0,0,0
0,185874,1,25,0,0,763936,927,13,0,0.152693699,0,0,0,0
0,185932,3,66,0,1,763936,927,13,0,0.152693699,0,0,0.015151515,0
0,163161,3,163,1,1,882618,848,2,0,0.1525979,1,0.006134969,0.006134969,0
0,186562,3,97,0,0,930293,802,771,1,0.152555819,0,0,0,0
0,173204,6,101,1,1,927231,806,9,0,0.152458166,1,0.00990099,0.00990099,0
0,240139,10,175,2,10,867822,863,29,0,0.152394651,0.2,0.011428571,0.057142857,0
0,240136,1,70,0,0,867822,863,29,0,0.152394651,0,0,0,0
0,292810,1,241,2,0,905271,826,11,0,0.152372005,0,0.008298755,0,0
0,205635,4,50,1,1,995200,772,13,0,0.152358789,1,0.02,0.02,0
0,224531,0,171,1,1,995200,772,13,0,0.152358789,1,0.005847953,0.005847953,0
1,278437,36,772,64,4,1336772,467,1225,2.6,0.152300573,16,0.082901554,0.005181347,0
